Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait,Wep Type,Wep Cat,Notes
1032,Build Burning Gundam,34-01-3-01,165,3,,4,3,1,6,384,3177,384,1602,384,0,0,360,,,,Haro Chip Capsule & [No. 013] Bonus Coins
1033,Build Burning Gundam,34-01-4-01,165,4,,4,3,1,13,796,384,384,1602,796,417,611,361,,,,Haro Chip Capsule & [No. 013] Bonus Coins
1034,Build Burning Gundam,34-01-5-01,165,5,,4,3,1,13,796,384,384,1602,796,611,417,362,,,,Haro Chip Capsule & [No. 013] Bonus Coins
1035,Gaia Gundam,22-04-1-01,166,1,,3,3,12,13,558,291,1698,558,558,0,302,124,,,,Charge Coins (Event)
1036,Gaia Gundam,22-04-2-01,166,2,,3,3,12,13,1140,291,291,889,889,0,428,,"Out-Fighter Job, Enemy EX Skill penetration reduced 22%",,,Charge Coins (Event)
1037,Gaia Gundam,22-04-3-01,166,3,,3,3,12,13,558,1698,291,889,889,0,0,,"While ""Transformer"", Strong Melee CRIT rate boosted 17%",,,Charge Coins (Event)
1038,Gaia Gundam,22-04-4-01,166,4,,3,3,12,23,558,291,291,889,889,302,428,,"With Speed attribute (self), 28% chance to not recoil",,,Charge Coins (Event)
1039,Gaia Gundam,22-04-5-01,166,5,,3,3,12,23,558,291,291,889,889,302,428,363,,,,Charge Coins (Event)
1040,Vajra Beam Saber [Gaia],22-04-6a-01,166,6,,3,3,12,23,558,2297,0,0,0,126,428,,"Out-Fighter Job, Job Gauge increase boosted 13%",1,2,Charge Coins (Event)
1041,High-Energy Beam Rifle,22-04-7a-01,166,7,,3,3,12,23,558,0,2297,0,0,126,428,,"With Speed attribute (self), EX Skill power boosted 25%",1,8,Charge Coins (Event)
1042,Mobile Shield [Gaia],22-04-8-01,166,8,,3,3,12,13,558,0,0,1140,1140,126,558,84,,,,Charge Coins (Event)
1043,00 Qan[T] Full Saber,56-01-1-01,167,1,,4,1,1,6,1363,972,1363,555,1363,680,0,154,,,,Haro Chip Capsule (Valentines Day 2020)
1044,00 Qan[T] Full Saber,56-01-2-01,167,2,,4,1,1,6,1745,555,972,0,2146,680,0,288,,,,Haro Chip Capsule (Valentines Day 2020)
1045,00 Qan[T] Full Saber,56-01-3-01,167,3,,4,1,1,13,0,2770,555,555,1363,471,286,,"With Power attribute (self), Melee power boosted 30%",,,Haro Chip Capsule (Valentines Day 2020)
1046,00 Qan[T] Full Saber,56-01-4-01,167,4,,4,1,1,20,972,972,555,972,1363,680,286,,"In-Fighter Job, EX Skill CD reduced 20%",,,Haro Chip Capsule (Valentines Day 2020)
1047,00 Qan[T] Full Saber,56-01-5-01,167,5,,4,1,1,20,972,972,555,972,1363,680,471,364,,,,Haro Chip Capsule (Valentines Day 2020)
1048,GN Gun Blade [Blade Mode],56-01-6-01,167,6,,4,1,1,13,1363,3713,0,0,0,680,286,,"In-Fighter Job, Enemy Shooting power reduced 30%",2,4,Haro Chip Capsule (Valentines Day 2020)
1049,GN Sword IV [Katar Mode],56-01-6a-02,167,6,,4,1,1,20,384,3582,0,0,0,611,418,,"When Armor is 80% or less, EX Skill power boosted 30%",1,2,Haro Chip Capsule (Valentines Day 2020)
1050,GN Sword IV [Saber Mode],56-01-6a-03,167,6,,4,1,1,13,1363,3713,0,0,0,680,286,,"When attacking with Physical, Strong Melee CRIT rate boosted 30%",1,2,Haro Chip Capsule (Valentines Day 2020)
1051,GN Sword IV Full Saber,56-01-6c-02,167,6,,4,1,1,6,384,4004,0,0,0,420,420,,"While ""Close Combat"", Initial EX Skill charge boosted 20%",2,5,Haro Chip Capsule (Valentines Day 2020)
1052,GN Sword IV [Rifle Mode],56-01-7a-01,167,7,,4,1,1,13,555,154,3331,0,972,471,286,365,,1,8,Haro Chip Capsule (Valentines Day 2020)
1053,Arche Gundam,25-09-1-01,168,1,,3,1,6,26,558,291,1698,558,558,302,0,,"When Armor is is 50% or less, Recover 10 Armor gradually",,,Abinaky Coins (Event)
1054,Arche Gundam,25-09-2-01,168,2,,3,1,6,26,1140,291,291,889,889,428,0,,"In-Fighter Job, Enemy EX Skill penetration reduced 22%",,,Abinaky Coins (Event)
1055,Arche Gundam,25-09-3-01,168,3,,3,1,6,26,558,1698,291,889,889,0,0,,"With Power attribute (self), Enemy Melee power reduced 25%",,,Abinaky Coins (Event)
1056,Arche Gundam,25-09-4-01,168,4,,3,1,6,9,558,291,291,889,889,428,302,366,,,,Abinaky Coins (Event)
1057,Arche Gundam,25-09-5-01,168,5,,3,1,6,9,558,291,291,889,889,428,302,,"While ""Close Combat"", Melee power boosted 25%",,,Abinaky Coins (Event)
1058,GN Buster Sword [Arche],25-09-6c-01,168,6,,3,1,6,9,558,2297,0,0,0,428,126,,21% chance of attacks penetrating super armor,2,5,Abinaky Coins (Event)
1059,GN Buster Sword Rifle Mode [Arche],25-09-7a-01,168,7,,3,1,6,26,558,0,2297,0,0,428,126,,"With Power attribute (self), Job Gauge increase boosted 13%",1,8,Abinaky Coins (Event)
1060,GN Shield [Arche],25-09-8-01,168,8,,3,1,6,26,558,0,0,1140,1140,588,126,367,,,,Abinaky Coins (Event)
1061,Martial Module,,3,6,,1,2,6,14,287,1011,0,0,0,190,54,,"While ""Mobile Fighter"", Melee power boosted 15%",2,3,"Free Missions, Friend Point Capsule, Capital Shop (Added 2020-02-16)"
1062,Gundam Deathscythe Hell [Endless Waltz Ver.],18-06-1-01,169,1,,4,3,13,6,1180,383,796,1180,796,417,212,3,,,,Haro Chip Capsule
1063,Gundam Deathscythe Hell [Endless Waltz Ver.],18-06-2-01,169,2,,4,3,13,6,1976,796,383,796,796,610,0,168,,,,Haro Chip Capsule
1064,Gundam Deathscythe Hell [Endless Waltz Ver.],18-06-3-01,169,3,,4,3,13,9,796,2781,0,1180,1180,0,0,163,,,,Haro Chip Capsule
1065,Gundam Deathscythe Hell [Endless Waltz Ver.],18-06-4-01,169,4,,4,3,13,9,1180,383,383,1180,796,610,417,,"With Axe Category equipped, Melee CRIT rate boosted 30%",,,Haro Chip Capsule
1066,Gundam Deathscythe Hell [Endless Waltz Ver.],18-06-5-01,169,5,,4,3,13,9,1180,383,383,1180,796,610,417,,"In-Fighter Job, EX Skill piercing boosted 28%",,,Haro Chip Capsule
1067,Beam Scissors,18-06-6b-01,169,6,,4,3,13,6,1180,3577,0,0,0,417,212,164,,1,1,Haro Chip Capsule
1068,Astray Gold Frame Amatsu,23-04-1-01,170,1,,4,2,9,3,795,382,2377,795,795,416,0,,"When Armor is is 70% or less, Enemy Shooting power reduced 30%",,,Haro Chip Capsule
1069,Astray Gold Frame Amatsu,23-04-2-01,170,2,,4,2,9,3,1601,382,382,1179,1179,609,0,368,,,,Haro Chip Capsule
1070,Astray Gold Frame Amatsu,23-04-3-01,170,3,,4,2,9,3,795,2377,382,1179,1179,0,0,369,,,,Haro Chip Capsule
1071,Astray Gold Frame Amatsu,23-04-4-01,170,4,,4,2,9,20,795,382,382,1179,1179,609,416,,"With Technique attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule
1072,Astray Gold Frame Amatsu,23-04-5-01,170,5,,4,2,9,20,795,382,382,1179,1179,609,416,370,,,,Haro Chip Capsule
1073,Rebawoo,44-01-1-01,171,1,,3,2,17,5,889,291,558,889,291,126,302,,"With Technique attribute (self), Projectile speed boosted 14%",,,Leader Device A (Event)
1074,Rebawoo,44-01-2-01,171,2,,3,2,17,5,1142,291,291,1142,558,0,428,371,,,,Leader Device A (Event)
1075,Rebawoo,44-01-3-01,171,3,,3,2,17,5,291,2300,291,1142,291,0,0,153,,,,Leader Device A (Event)
1076,Rebawoo,44-01-4-01,171,4,,3,2,17,26,558,291,291,1142,558,428,302,372,,,,Leader Device A (Event)
1077,Rebawoo,44-01-5-01,171,5,,3,2,17,26,558,291,291,1142,558,302,428,,"While ""Zeon"", Melee power boosted 25%",,,Leader Device A (Event)
1078,Beam Rifle [Rebawoo],44-01-7a-01,171,7,,3,2,17,5,889,0,1701,0,0,302,428,,"While ""Commander"", Initial EX Skill charge boosted 12%",1,8,Leader Device A (Event)
1079,Shield [Reabwoo],44-01-8-01,171,8,,4,1,17,5,558,0,0,1701,558,0,716,373,,,,Leader Device A (Event)
1080,Knight Gundam,42-01-1-01,172,1,,4,1,13,26,1352,551,964,1352,964,282,463,,"With Power attribute (self), EX Skill power boosted 30%",,,Haro Chip Capsule (Sokai Festival)
1081,Knight Gundam,42-01-2-01,172,2,,4,1,13,26,2128,964,551,964,964,0,669,374,,,,Haro Chip Capsule (Sokai Festival)
1082,Knight Gundam,42-01-3-01,172,3,,4,1,13,26,964,2913,0,1352,1352,0,0,,"In-Fighter Job, Melee CRIT rate boosted 30%",,,Haro Chip Capsule (Sokai Festival)
1083,Knight Gundam,42-01-4-01,172,4,,4,1,13,6,1352,551,551,1352,964,463,669,,"While ""Gundam Type"", EX Skill CD reduced 20%",,,Haro Chip Capsule (Sokai Festival)
1084,Knight Gundam,42-01-5-01,172,5,,4,1,13,6,1352,964,551,964,964,463,669,375,,,,Haro Chip Capsule (Sokai Festival)
1085,Knight Sword,42-01-6a-01,172,6,,4,1,13,6,1352,3681,0,0,0,282,463,376,,2,2,Haro Chip Capsule (Sokai Festival)
1086,Electrospear,42-01-6d-01,172,6,,4,1,13,26,1352,3681,0,0,0,282,463,377,,2,6,Haro Chip Capsule (Sokai Festival)
1087,Knight Shield,42-01-8-01,172,8,,4,1,13,6,1352,0,0,1730,964,282,890,,"With Power attribute (self), Shooting DMG taken reduced by 35",,,Haro Chip Capsule (Sokai Festival)
1088,Sazabi,11-05-1-01,173,1,,4,2,10,6,1356,553,966,1356,553,284,465,,"Out-Fighter Job, Enemy Shooting power reduced 30%",,,Haro Chip Capsule (Sokai Festival)
1089,Sazabi,11-05-2-01,173,2,,4,2,10,6,1734,553,553,1734,966,0,673,378,,,,Haro Chip Capsule (Sokai Festival)
1090,Sazabi,11-05-3-01,173,3,,4,2,10,6,553,3312,553,1734,553,0,0,,"When Armor is 70% or less, Melee power boosted 30%",,,Haro Chip Capsule (Sokai Festival)
1091,Sazabi,11-05-4-01,173,4,,4,2,10,17,966,553,553,1734,966,673,465,,"With Technique attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule (Sokai Festival)
1092,Sazabi,11-05-5-01,173,5,,4,2,10,3,966,553,553,1734,966,465,673,379,,,,Haro Chip Capsule (Sokai Festival)
1093,Beam Tomahawk [Sazabi],11-05-6b-01,173,6,,4,2,10,6,553,4110,0,0,0,284,465,380,,1,1,Haro Chip Capsule (Sokai Festival)
1094,Beam Saber [Sazabi],11-05-6a-01,173,6,,4,2,10,17,553,4110,0,0,0,284,465,,"With Technique attribute (self), EX Skill power boosted 30%",1,2,Haro Chip Capsule (Sokai Festival)
1095,Beam Shot Rifle,11-05-7a-01,173,7,,4,2,10,3,1356,0,3312,0,0,465,673,,"With Technique attribute (self), Sp. Shot CRIT rate boosted 30%",1,8,Haro Chip Capsule (Sokai Festival)
1096,Shield [Sazabi],11-05-8-01,173,8,,4,2,10,3,966,0,0,2523,966,0,1082,381,,,,Haro Chip Capsule (Sokai Festival)
1097,Gundam Throne Drei,25-15-1-01,174,1,,3,3,15,13,889,291,1701,291,291,302,126,,"With Speed attribute (self), Mid Shot Attack raised 14%",,,Crimson Wings Chips (Event)
1098,Gundam Throne Drei,25-15-2-01,174,2,,3,3,15,13,1433,291,558,558,558,428,0,,"While ""Support Type"", EX Skill DMG taken reduced by 25",,,Crimson Wings Chips (Event)
1099,Gundam Throne Drei,25-15-3-01,174,3,8,3,3,15,13,1701,558,558,1433,1992,590,126,382,,,,Crimson Wings Chips (Event)
1100,Gundam Throne Drei,25-15-4-01,174,4,,3,3,15,24,889,291,291,558,889,428,302,,"Supporter Job, EX Skill CD reduced 15%",,,Crimson Wings Chips (Event)
1101,Gundam Throne Drei,25-15-5-01,174,5,,3,3,15,24,889,291,291,558,889,428,302,383,,,,Crimson Wings Chips (Event)
1102,GN Beam Saber [Throne Drei],25-15-6a-01,174,6,,3,3,15,13,889,1701,0,0,291,302,126,,"Supporter Job, Melee DMG output boosted by 20",1,2,Crimson Wings Chips (Event)
1103,Astray Red Frame [Beginner Campaign],23-01-1-01,175,1,,1,1,1,6,1040,389,651,1040,651,218,218,78,,,,Beginner Coin Exchange
1104,Astray Red Frame [Beginner Campaign],23-01-2-01,175,2,,1,1,1,6,1848,651,389,651,651,218,218,,"With Power attribute (self), Enemy Strong Melee power reduced 25%",,,Beginner Coin Exchange
1105,Astray Red Frame [Beginner Campaign],23-01-3-01,175,3,,1,1,1,6,651,2656,0,1040,1040,0,0,145,,,,Beginner Coin Exchange
1106,Astray Red Frame [Beginner Campaign],23-01-4-01,175,4,,1,1,1,24,1040,389,389,1040,651,430,430,,"With Saber Category equipped, Enemy EX Skill penetration reduced 22%",,,Beginner Coin Exchange
1107,Astray Red Frame [Beginner Campaign],23-01-5-01,175,5,,1,1,1,24,1040,389,389,1040,651,430,430,4,,,,Beginner Coin Exchange
1108,Force Impulse Gundam [Beginner Campaign],22-01-1-01,176,1,,1,2,13,7,648,388,2268,648,648,0,332,,"With Rifle Category equipped, Enemy Shooting power reduced 25%",,,Beginner Coin Exchange
1109,Force Impulse Gundam [Beginner Campaign],22-01-2-01,176,2,,1,2,13,22,1454,388,388,1036,1036,0,514,171,,,,Beginner Coin Exchange
1110,Force Impulse Gundam [Beginner Campaign],22-01-3-01,176,3,,1,2,13,7,648,2268,388,1036,1036,0,0,,"With Technique attribute (self), Strong Melee CRIT rate boosted 17%",,,Beginner Coin Exchange
1111,Force Impulse Gundam [Beginner Campaign],22-01-4-01,176,4,,1,2,13,7,648,388,388,1036,1036,332,514,140,,,,Beginner Coin Exchange
1112,Force Impulse Gundam [Beginner Campaign],22-01-5-01,176,5,,1,2,13,1,648,388,388,1036,1036,332,514,4,,,,Beginner Coin Exchange
1113,Pale Rider [Beginner Campaign],05-01-1-01,177,1,,1,1,24,6,653,390,1855,390,1043,219,219,201,,,,Beginner Coin Exchange
1114,Pale Rider [Beginner Campaign],05-01-2-01,177,2,,1,1,24,6,1043,653,390,653,1464,219,219,,"Middle-Shooter Job, Enemy Strong Melee power reduced 25%",,,Beginner Coin Exchange
1115,Pale Rider [Beginner Campaign],05-01-3-01,177,3,,1,1,24,6,653,2666,390,653,1043,0,0,,"With Power attribute (self), Shot guidance boosted 14%",,,Beginner Coin Exchange
1116,Pale Rider [Beginner Campaign],05-01-4-01,177,4,,1,1,24,19,741,390,390,390,1130,433,433,202,,,,Beginner Coin Exchange
1117,Pale Rider [Beginner Campaign],05-01-5-01,177,5,,1,1,24,19,741,390,390,390,1130,433,433,203,,,,Beginner Coin Exchange
1118,Duel Gundam (Assault Shroud) [Beginner Campaign],21-10-1-01,178,1,,1,2,10,7,389,389,3043,389,1040,0,0,,"When Armor is 60% or more, Shooting DMG output boosted by 20",,,Beginner Coin Exchange
1119,Duel Gundam (Assault Shroud) [Beginner Campaign],21-10-2-01,178,2,,1,2,10,7,1459,389,389,651,1459,218,218,205,,,,Beginner Coin Exchange
1120,Duel Gundam (Assault Shroud) [Beginner Campaign],21-10-3-01,178,3,,1,2,10,7,1040,651,389,389,1625,218,218,206,,,,Beginner Coin Exchange
1121,Duel Gundam (Assault Shroud) [Beginner Campaign],21-10-4-01,178,4,,1,2,10,20,651,389,389,651,1459,335,335,,12% chance of attacks penetrating super armor,,,Beginner Coin Exchange
1122,Duel Gundam (Assault Shroud) [Beginner Campaign],21-10-5-01,178,5,,1,2,10,20,651,389,389,651,1459,335,335,,"With Technique attribute (self), Vernier recovery rate boosted 16%",,,Beginner Coin Exchange
1123,Beginning 30 Gundam [Beginner Campaign],31-01-1-01,179,1,,1,3,13,26,650,388,1844,388,1038,334,217,,"Out-Fighter Job, Shooting DMG taken reduced by 35",,,Beginner Coin Exchange
1124,Beginning 30 Gundam [Beginner Campaign],31-01-2-01,179,2,,1,3,13,26,1038,650,388,650,1456,516,0,301,,,,Beginner Coin Exchange
1125,Beginning 30 Gundam [Beginner Campaign],31-01-3-01,179,3,8,1,3,13,26,1456,2651,388,1456,3038,732,217,384,,,,Beginner Coin Exchange
1126,Beginning 30 Gundam [Beginner Campaign],31-01-4-01,179,4,,1,3,13,26,650,388,388,388,1038,516,334,,"Out-Fighter Job, Mid Shot Attack raised 14%",,,Beginner Coin Exchange
1127,Beginning 30 Gundam [Beginner Campaign],31-01-5-01,179,5,,1,3,13,1,650,388,388,388,1038,516,334,385,,,,Beginner Coin Exchange
1128,Gundam GP01Fb [Zephyranthes Fb / Beginner Campaign],01-06-1-01,180,1,,1,3,10,9,648,388,2268,648,648,332,0,3,,,,Beginner Coin Exchange
1129,Gundam GP01Fb [Zephyranthes Fb / Beginner Campaign],01-06-2-01,180,2,,1,3,10,9,1454,388,388,1036,1036,514,0,295,,,,Beginner Coin Exchange
1130,Gundam GP01Fb [Zephyranthes Fb / Beginner Campaign],01-06-3-01,180,3,,1,3,10,9,648,2268,388,1036,1036,0,0,,"With Speed attribute (self), Enemy Melee power reduced 25%",,,Beginner Coin Exchange
1131,Gundam GP01Fb [Zephyranthes Fb / Beginner Campaign],01-06-4-01,180,4,,1,3,10,16,648,388,388,1036,1036,514,332,,"While ""High Firepower"", Sp. Shot power boosted 25%",,,Beginner Coin Exchange
1132,Gundam GP01Fb [Zephyranthes Fb / Beginner Campaign],01-06-5-01,180,5,,1,3,10,16,648,388,388,1036,1036,514,332,296,,,,Beginner Coin Exchange
1133,Gundam Virsago [Beginner Campaign],19-03-1-01,181,1,,1,2,16,10,1036,388,2268,388,388,217,333,,"When Armor is 80% or less, EX Skill power boosted 25%",,,Beginner Coin Exchange
1134,Gundam Virsago [Beginner Campaign],19-03-2-01,181,2,,1,2,16,10,1841,388,649,649,649,0,514,272,,,,Beginner Coin Exchange
1135,Gundam Virsago [Beginner Campaign],19-03-3-01,181,3,,1,2,16,10,1122,735,735,1122,1122,0,0,273,,,,Beginner Coin Exchange
1136,Gundam Virsago [Beginner Campaign],19-03-4-01,181,4,,1,2,16,12,1036,388,388,649,1036,333,514,138,,,,Beginner Coin Exchange
1137,Gundam Virsago [Beginner Campaign],19-03-5-01,181,5,,1,2,16,12,1036,388,388,649,1036,333,514,,"While ""Federation"", Long Shot Attack raised 14%",,,Beginner Coin Exchange
1138,Tallgeese [Endless Waltz Ver. / Beginner Campaign],18-01-1-01,182,1,,1,1,9,8,650,389,2652,389,389,218,218,,"With Power attribute (self), Shooting CRIT rate boosted 17%",,,Beginner Coin Exchange
1139,Tallgeese [Endless Waltz Ver. / Beginner Campaign],18-01-2-01,182,2,,1,1,9,8,1457,650,650,650,650,297,297,,"While ""High Mobility"", Shooting power boosted 25%",,,Beginner Coin Exchange
1140,Tallgeese [Endless Waltz Ver. / Beginner Campaign],18-01-3-01,182,3,8,1,1,9,6,1457,3469,1457,1039,1039,428,428,240,,,,Beginner Coin Exchange
1141,Tallgeese [Endless Waltz Ver. / Beginner Campaign],18-01-4-01,182,4,,1,1,9,6,650,807,389,807,650,428,428,,"With Saber Category equipped, 28% chance to not recoil",,,Beginner Coin Exchange
1142,Tallgeese [Endless Waltz Ver. / Beginner Campaign],18-01-5-01,182,5,,1,1,9,6,650,807,389,807,650,428,428,,"When Armor is 40% or more, Vernier consumption reduced 15%",,,Beginner Coin Exchange
1143,Gundam Exia [Beginner Campaign],25-01-1-01,183,1,,1,1,13,6,1036,388,649,1036,388,217,333,,"When Armor is 40% or more, EX Skill piercing boosted 22%",,,Beginner Coin Exchange
1144,Gundam Exia [Beginner Campaign],25-01-2-01,183,2,,1,1,13,25,1455,388,388,1455,649,0,514,,"In-Fighter Job, Buff EX Skill time up 15%",,,Beginner Coin Exchange
1145,Gundam Exia [Beginner Campaign],25-01-3-01,183,3,,1,1,13,6,388,3034,388,1455,388,0,0,386,,,,Beginner Coin Exchange
1146,Gundam Exia [Beginner Campaign],25-01-4-01,183,4,,1,1,13,9,649,388,388,1455,649,514,333,,"When Armor is 40% or more, Melee CRIT rate boosted 25%",,,Beginner Coin Exchange
1147,Gundam Exia [Beginner Campaign],25-01-5-01,183,5,,1,1,13,25,649,388,388,1455,649,333,514,136,,,,Beginner Coin Exchange
1148,Victory Gundam [Beginner Campaign],15-01-1-01,184,1,,1,3,23,1,1192,388,805,1035,388,217,332,3,,,,Beginner Coin Exchange
1149,Victory Gundam [Beginner Campaign],15-01-2-01,184,2,,1,3,23,1,1452,388,388,1452,648,0,513,,"When Armor is 60% or more, EX Skill piercing boosted 22%",,,Beginner Coin Exchange
1150,Victory Gundam [Beginner Campaign],15-01-3-01,184,3,8,1,3,23,1,1035,3032,388,3835,1035,0,938,241,,,,Beginner Coin Exchange
1151,Victory Gundam [Beginner Campaign],15-01-4-01,184,4,,1,3,23,2,648,388,388,1452,648,513,332,,"With Speed attribute (self), Melee CRIT rate boosted 17%",,,Beginner Coin Exchange
1152,Victory Gundam [Beginner Campaign],15-01-5-01,184,5,,1,3,23,2,648,388,388,1452,648,332,513,,"When attacking with Beam, Melee power boosted 25%",,,Beginner Coin Exchange
1153,Tieren Taozi,25-10-1-01,185,1,,3,1,20,11,1144,292,891,558,558,302,0,,"While ""For Space"", Mid Shot Attack raised 14%",,,Arena Coins
1154,Tieren Taozi,25-10-2-01,185,2,,3,1,20,11,1702,292,292,558,558,430,0,387,,,,Arena Coins
1155,Tieren Taozi,25-10-3-01,185,3,,3,1,20,11,891,891,292,891,891,127,0,388,,,,Arena Coins
1156,Tieren Taozi,25-10-4-01,185,4,,3,1,20,3,891,292,292,891,891,127,430,,"Middle-Shooter Job, Shot spread reduced 15%",,,Arena Coins
1157,Tieren Taozi,25-10-5-01,185,5,,3,1,20,3,891,292,292,891,891,430,127,,"With Power attribute (self), Vernier recovery rate boosted 16%",,,Arena Coins
1158,200mm x 25 Smoothbore Gun,25-10-7b-01,185,7,,3,1,20,3,891,0,1144,292,292,430,302,,"Physical ranged weapon, reload speed boosted 15%",2,10,Arena Coins
1159,Gundam Tryon 3,34-03-1-01,186,1,,4,1,12,10,797,384,2785,384,384,213,418,279,,,,Haro Chip Capsule
1160,Gundam Tryon 3,34-03-2-01,186,2,,4,1,12,10,1605,797,797,797,797,0,611,389,,,,Haro Chip Capsule
1161,Gundam Tryon 3,34-03-3-01,186,3,,4,1,12,10,797,2785,1181,384,384,0,0,390,,,,Haro Chip Capsule
1162,Gundam Tryon 3,34-03-4-01,186,4,,4,1,12,11,797,797,384,797,797,611,418,391,,,,Haro Chip Capsule
1163,Gundam Tryon 3,34-03-5-01,186,5,,4,1,12,11,797,797,384,797,797,418,611,392,,,,Haro Chip Capsule
1164,Hyper Minovsky Chohouken,34-03-6c-01,186,6,,4,1,12,11,384,3582,0,0,0,418,611,,"While ""Transformer"", Initial EX Skill charge boosted 20%",1,5,Haro Chip Capsule
1165,Hyper Beam Saber [Tryon 3],34-03-6c-02,186,6,,4,1,12,10,384,3582,0,0,0,418,611,,"With Power attribute (self), Strong Melee CRIT rate boosted 30%",1,5,Haro Chip Capsule
1166,Astray Red Frame Custom,23-05-1-01,187,1,,4,2,1,6,1182,384,799,1182,384,290,290,,"With Technique attribute (self), Enemy Shooting power reduced 30%",,,Haro Chip Capsule
1167,Astray Red Frame Custom,23-05-2-01,187,2,,4,2,1,6,1606,384,384,1606,799,290,290,,"In-Fighter Job, Strong Melee power boosted 30%",,,Haro Chip Capsule
1168,Astray Red Frame Custom,23-05-3-01,187,3,,4,2,1,6,384,3181,384,1606,384,0,0,,"When Armor is 80% or less, Melee CRIT rate boosted 30%",,,Haro Chip Capsule
1169,Astray Red Frame Custom,23-05-4-01,187,4,,4,2,1,9,799,384,384,1606,799,420,290,393,,,,Haro Chip Capsule
1170,Astray Red Frame Custom,23-05-5-01,187,5,,4,2,1,9,1606,384,384,1606,799,290,290,394,,,,Haro Chip Capsule
1171,Gerbera Straight/Tiger Pierce,23-05-6-01,187,6,,4,2,1,6,384,4004,0,0,0,420,420,,"While ""Protag."", Initial EX Skill charge boosted 20%",2,4,Haro Chip Capsule
1172,Build Gundam Mk-II,32-03-1-01,188,1,,3,3,13,26,889,291,1701,291,291,302,126,395,,,,Manufactured Coins (Event)
1173,Build Gundam Mk-II,32-03-2-01,188,2,,3,3,13,26,1433,291,558,558,558,428,0,,"While ""Gundam Type"", Debuff EX Skill time up 16%",,,Manufactured Coins (Event)
1174,Build Gundam Mk-II,32-03-3-01,188,3,,3,3,13,24,889,558,558,889,889,0,0,157,,,,Manufactured Coins (Event)
1175,Build Gundam Mk-II,32-03-4-01,188,4,,3,3,13,24,889,291,291,558,889,428,302,,"With Speed attribute (self), Mid Shot Attack raised 14%",,,Manufactured Coins (Event)
1176,Build Gundam Mk-II,32-03-5-01,188,5,,3,3,13,24,889,291,291,558,889,428,302,216,,,,Manufactured Coins (Event)
1177,Beam Saber [Build Gundam Mk-II],32-03-6a-01,188,6,,3,3,13,26,889,1701,0,0,291,302,126,,"While ""For Computers"", Initial EX Skill charge boosted 12%",1,2,Manufactured Coins (Event)
1178,Beam Rifle [Build Gundam Mk-II],32-03-7a-01,188,7,,3,3,13,26,889,0,2300,0,0,428,126,,"With Speed attribute (self), Job Gauge increase boosted 13%",1,8,Manufactured Coins (Event)
1179,Hyper Bazooka [Build Gundam Mk-II],32-03-7d-01,188,7,,3,3,13,26,889,0,2300,0,0,428,126,,"Physical ranged weapon, reload speed boosted 15%",2,12,Manufactured Coins (Event)
1180,Beam Rifle Mk-II,32-03-7a-02,188,7,,3,3,13,24,889,0,2300,0,0,428,126,,"When Armor is 60% or more, Sp. Shot power boosted 25%",1,8,Manufactured Coins (Event)
1181,Shield [Build Gundam Mk-II],32-03-8-01,188,8,,3,3,13,24,889,0,0,558,1142,590,126,,"Middle-Shooter Job, Shooting DMG taken reduced by 20",,,Manufactured Coins (Event)
1182,Gundam Barbatos Lupus,28-06-1-01,189,1,,4,2,6,1,1356,553,966,1356,553,465,284,396,,,,Barbatos Lupus Capsule
1183,Gundam Barbatos Lupus,28-06-2-01,189,2,,4,2,6,1,1734,553,553,1734,966,673,0,,"While ""Protag."", EX Skill CD reduced 20%",,,Barbatos Lupus Capsule
1184,Gundam Barbatos Lupus,28-06-3-01,189,3,,4,2,6,10,553,3312,553,1734,553,0,0,397,,,,Barbatos Lupus Capsule
1185,Gundam Barbatos Lupus,28-06-4-01,189,4,,4,2,6,13,966,553,553,1734,966,465,673,,"With Technique attribute (self), Melee CRIT rate boosted 30%",,,Barbatos Lupus Capsule
1186,Gundam Barbatos Lupus,28-06-5-01,189,5,,4,2,6,13,966,553,553,1734,966,673,465,398,,,,Barbatos Lupus Capsule
1187,Sword Mace,28-06-6b-01,189,6,,4,2,6,1,553,4110,0,0,0,465,284,399,,2,1,Barbatos Lupus Capsule
1188,Twin Maces,28-06-6-01,189,6,,4,2,6,10,553,4110,0,0,0,465,284,,26% chance of attacks penetrating super armor,2,4,Barbatos Lupus Capsule
1189,Gundam Vidar,28-08-1-01,190,1,,4,3,13,9,965,553,2922,553,553,464,284,400,,,,Vidar Capsule
1190,Gundam Vidar,28-08-2-01,190,2,,4,3,13,9,1734,965,965,965,965,673,0,,"While ""High Mobility"", EX Skill DMG taken reduced by 35",,,Vidar Capsule
1191,Gundam Vidar,28-08-3-01,190,3,,4,3,13,9,965,2922,1356,553,553,0,0,,"Out-Fighter Job, Melee CRIT rate boosted 30%",,,Vidar Capsule
1192,Gundam Vidar,28-08-4-01,190,4,,4,3,13,6,965,965,553,965,965,464,673,401,,,,Vidar Capsule
